"x","y","Cluster"
1959.98550965289,-161382.768229538,"3"
445.846368035294,-191710.084433954,"2"
1398.5574248151,-191591.146759662,"2"
546.181142377955,-191678.011946759,"2"
1270.72670045548,-191596.746315009,"2"
1000.78330947556,-191613.270725479,"2"
368.756258931696,-161566.001160664,"3"
1517.64555172642,-191586.778877325,"2"
944.775314677457,-191617.882009654,"2"
896.740434906259,-191622.295678277,"2"
1053.64612658228,-191609.368090301,"2"
1706.49073017543,-161389.076770788,"3"
626.790322571655,-161473.093614889,"3"
1888.43705876683,-161384.377255336,"3"
737.024605558699,-161453.233476958,"3"
1101.62514981919,-191606.150231672,"2"
337.519748372709,-161586.885705821,"3"
1199.60575641211,-161409.686652377,"3"
405.896917528251,-161545.351726818,"3"
647.513907506175,-161468.843911554,"3"
1309.88176730503,-191594.915039992,"2"
527.004636433758,-161498.234914437,"3"
1161.87046048859,-161411.940129356,"3"
1989.09293123108,-191574.620801292,"2"
170.607715579453,-161828.049080313,"3"
28.4940459247914,-164255.740810159,"3"
1250.9025332675,-191597.717201618,"2"
1941.11144604306,-161383.181163491,"3"
1704.07423645947,-191581.166984479,"2"
1004.73549583262,-191612.964749566,"2"
1574.71599134827,-161393.158456506,"3"
82.9138340640673,-162343.557136339,"3"
2.72003349676456,-191299.997786548,"3"
1987.18775314079,-191574.658324637,"2"
1525.04887990537,-191586.529861409,"2"
561.891373906166,-191674.027158963,"2"
692.853431847785,-161460.43276036,"3"
366.149263192618,-191748.084606104,"2"
1710.51839463546,-161388.961919349,"3"
126.761028607149,-161996.684783043,"3"
317.968016307251,-161602.045481317,"3"
1536.13352068108,-191586.161509214,"2"
124.46119700766,-192160.791935516,"2"
455.817467442409,-161522.897431709,"3"
1842.99006166813,-191577.723502038,"2"
874.670381113586,-161435.462236359,"3"
1425.90597534686,-161398.67477958,"3"
1777.30553546531,-191579.284621314,"2"
1047.45612073626,-191609.804710427,"2"
1745.17373012461,-161387.995604036,"3"
911.983477801499,-161431.568937493,"3"
1234.2657005508,-161407.738228025,"3"
1451.63256622875,-191589.111561407,"2"
195.24264465289,-161766.525017805,"3"
1818.18603050063,-191578.299763125,"2"
259.118324111102,-191835.887638361,"2"
486.468542141007,-191695.505623108,"2"
739.530429403249,-161452.85083861,"3"
1736.73765653166,-191580.307781126,"2"
464.860680901603,-161519.345671165,"3"
511.868539167059,-161502.904605866,"3"
1020.7735156378,-191611.747410405,"2"
1159.66951066153,-191602.613209885,"2"
1518.10910866719,-161395.129407145,"3"
98.8745266254077,-192322.539487512,"2"
426.692591948716,-191717.921394617,"2"
279.501609381809,-191813.983179664,"2"
952.883696385316,-191617.180868798,"2"
1132.30042120839,-161413.810953164,"3"
313.554406669329,-191783.741300963,"2"
423.071007859646,-191719.482965006,"2"
157.636031425714,-192029.22962988,"2"
1590.49004966896,-191584.429514101,"2"
714.826035776413,-191644.387521768,"2"
1844.66368922922,-161385.423197346,"3"
671.161842384803,-191651.472244756,"2"
1028.48781334019,-161421.230661417,"3"
1435.40277780181,-161398.288571075,"3"
446.967066617519,-191709.646686497,"2"
1908.62272903861,-191576.270936325,"2"
1552.08530327979,-191585.640651321,"2"
1810.89045354421,-191578.472262413,"2"
1901.13651268901,-161384.082822002,"3"
1052.21200164778,-191609.468790968,"2"
727.851299846514,-161454.656712108,"3"
619.409798290465,-191661.162678992,"2"
1330.71611955008,-191593.984547231,"2"
231.769450876079,-161699.368692313,"3"
906.149965921072,-161432.156469975,"3"
1736.15683118345,-191580.322777271,"2"
113.777057515297,-192219.48918512,"2"
214.048187139037,-161729.088391193,"3"
1923.90305929391,-191575.946978327,"2"
1235.16172083276,-161407.689307754,"3"
1349.53858602921,-191593.168610029,"2"
1895.04522982493,-191576.563176022,"2"
1269.63750432342,-161405.859461311,"3"
289.053373370089,-191804.781451168,"2"
749.785704650331,-191639.30993049,"2"
572.906409033116,-161485.582198907,"3"
1125.20966815292,-161414.274183395,"3"
856.27057534038,-191626.398571386,"2"
1996.71305220245,-161381.987065529,"3"
1956.13289331561,-161382.851871296,"3"
1710.92545196374,-161388.950341933,"3"
1555.14263164541,-161393.823737385,"3"
628.014229385116,-160863.938044259,"4"
1835.07700018048,-161385.658926937,"3"
1295.42094639205,-161404.554627336,"3"
312.852326853252,-191784.298351313,"2"
1892.12914862789,-191576.626488348,"2"
97.4398694400902,-192334.122674901,"2"
969.340995729982,-191615.79385075,"2"
1902.09754673401,-191576.410862481,"2"
1131.25156065503,-191604.299551428,"2"
604.097387699368,-161478.081583766,"3"
816.406466107533,-161442.253231285,"3"
1564.82972238495,-191585.232151215,"2"
1570.58594334311,-191585.049818917,"2"
1994.7268709383,-161382.028574205,"3"
1189.256448789,-161410.290461065,"3"
474.077521751023,-191699.687818832,"2"
518.92587776721,-161500.693428451,"3"
870.387984575318,-161435.930419843,"3"
1651.32317712479,-161390.706299528,"3"
1528.99915565426,-161394.73889839,"3"
208.47439456899,-161739.480215934,"3"
249.146232379834,-191847.909355906,"2"
1009.99599383253,-161422.712345756,"3"
1378.22418555742,-161400.694308903,"3"
98.6881438418367,-192324.025285806,"2"
89.3278490551143,-162271.566958656,"3"
634.324043820773,-191658.207855796,"2"
910.154649066394,-191621.016235548,"2"
1214.87586540266,-191599.562715156,"2"
1298.23019418491,-191595.448437429,"2"
1140.75988915759,-191603.725967858,"2"
30.5657156121017,-164058.514817585,"3"
460.722608621539,-191704.447210632,"2"
1434.38130604701,-161398.329866046,"3"
1049.86455851235,-161419.582859702,"3"
197.816984964506,-161760.979844874,"3"
1594.12189646663,-191584.317999857,"2"
682.648189575216,-191649.520686279,"2"
1835.85496741577,-191577.887673168,"2"
434.532637284504,-191714.630048276,"2"
454.199632154339,-191706.873580911,"2"
1067.6196781516,-161418.264389091,"3"
1120.53239132842,-191604.95785042,"2"
1772.95224153393,-191579.392172837,"2"
1993.69507780158,-191574.530455775,"2"
1588.70881430901,-191584.484392485,"2"
1245.88799940989,-161407.109144879,"3"
1720.28889136098,-191580.73638376,"2"
687.9432014567,-161461.290151832,"3"
318.859026539673,-161601.314196902,"3"
848.553841298258,-191627.225329019,"2"
591.015024710734,-161481.131167661,"3"
1842.11682432917,-191577.743526027,"2"
730.61043876208,-191642.034807299,"2"
798.113759631086,-191633.023154084,"2"
1747.6678542299,-161387.927537134,"3"
38.9538205069214,-163474.062034944,"3"
747.550992518987,-161451.643346052,"3"
1816.91646792853,-161386.112300366,"3"
65.6990076852953,-162606.204067673,"3"
1742.92852757631,-191580.148561999,"2"
1273.24960382387,-191596.624924605,"2"
1599.01205639157,-161392.355310434,"3"
544.279778519076,-161493.222637278,"3"
750.524921883536,-161451.20218041,"3"
1947.02631220594,-161383.050894498,"3"
314.317369833031,-191783.138765215,"2"
1603.19399210006,-161392.219525247,"3"
882.992997270878,-191623.647236251,"2"
1623.09069906842,-161391.583073575,"3"
1055.68833853803,-191609.225163472,"2"
1041.46864634078,-161420.2219828,"3"
1781.38605899806,-161387.026042233,"3"
1154.06213413546,-191602.939379,"2"
1387.12477768165,-191591.605538039,"2"
1726.04456190753,-161388.524196197,"3"
113.380980013956,-162074.1049652,"3"
1469.97271939705,-191588.442462698,"2"
760.320428344229,-161449.7734751,"3"
1904.41974450967,-191576.360955321,"2"
197.81492720738,-161760.984219697,"3"
1297.40327943151,-161404.45645341,"3"
1399.39371658937,-191591.113494496,"2"
1345.70883272867,-161402.153542486,"3"
1652.31789710563,-191582.597978857,"2"
713.69962399614,-161456.924090822,"3"
348.240858109806,-161579.295424171,"3"
1051.77849196573,-161419.438593163,"3"
1396.31874059317,-191591.236003868,"2"
1637.40199801217,-161391.134850335,"3"
981.513541824723,-161425.103761576,"3"
1594.1376460619,-191584.317517379,"2"
1363.64220936243,-161401.340117235,"3"
1708.17012401996,-191581.057441322,"2"
256.884208026176,-191838.499830677,"2"
837.869442898233,-191628.395175702,"2"
1291.56564179229,-191595.757860547,"2"
1082.08937456827,-161417.221886535,"3"
151.570625823737,-161889.286462597,"3"
777.467114510236,-191635.613359449,"2"
381.883986640672,-161558.243540673,"3"
300.11204561409,-161617.615797528,"3"
1877.52942095985,-161384.633325527,"3"
1784.64260656565,-191579.104540623,"2"
1610.64244564946,-161391.979424301,"3"
156.228133930595,-161872.926003798,"3"
1742.13831624374,-161388.078706146,"3"
1005.29708704232,-161423.097537557,"3"
1834.81376885285,-161385.665434347,"3"
981.862548888513,-191614.769682001,"2"
544.180242958229,-191678.535977052,"2"
756.461017077783,-161450.331965424,"3"
511.791172342009,-161502.92918402,"3"
1913.32020531742,-191576.170794377,"2"
844.993489337101,-191627.6118695,"2"
421.503863525456,-191720.167010517,"2"
290.707505556705,-191803.249352737,"2"
387.809257073175,-191736.211558999,"2"
4.18038773327591,-180978.814102739,"3"
1512.63255082568,-191586.948877007,"2"
1327.77560184689,-161402.988932677,"3"
753.944644608619,-191638.737219752,"2"
1455.01448610675,-191588.98691138,"2"
1225.76176381353,-161408.206080177,"3"
411.357772806272,-191724.721786809,"2"
1259.63434693225,-161406.380077095,"3"
1200.55275449529,-191600.327205662,"2"
697.638945113849,-161459.608758502,"3"
117.176376826436,-162050.348431046,"3"
611.71982347288,-161476.364879141,"3"
655.722796144277,-161467.234815869,"3"
435.442070007854,-161531.440536684,"3"
1672.65517504345,-191582.025118081,"2"
1319.31738838914,-161403.390826113,"3"
600.289967513051,-191665.1654679,"2"
1847.59717311902,-161385.351553934,"3"
1480.21200663029,-191588.076117936,"2"
743.230614319719,-191640.225617118,"2"
455.36243303409,-161523.079875722,"3"
380.651166604956,-191739.985837745,"2"
201.503964193189,-191921.762123003,"2"
1506.27605524529,-191587.166063976,"2"
1174.13979055177,-161411.191538542,"3"
282.343834839731,-191811.180054005,"2"
555.184177651967,-191675.700805712,"2"
1738.55616900712,-191580.260894326,"2"
1755.98722100289,-191579.81639522,"2"
1010.50802052296,-191612.522144794,"2"
1977.06021762599,-161382.40145492,"3"
1119.38421267802,-191605.02911133,"2"
1684.67292136419,-161389.708464013,"3"
1711.92366952634,-161388.921974201,"3"
1213.3834555104,-191599.64152967,"2"
1622.44374656109,-161391.60352263,"3"
1185.60734039394,-189098.488627506,"3"
152.90919241024,-192044.488472575,"2"
1284.68570476691,-191596.080651162,"2"
1452.06967407538,-191589.095417914,"2"
550.101352707338,-161491.604454327,"3"
1830.05609514545,-191578.022042183,"2"
514.947799712547,-191686.656195019,"2"
804.346606779058,-161443.781763676,"3"
1202.56585610278,-191600.218657289,"2"
1441.09932287201,-161398.059350747,"3"
338.650224910156,-161586.062694128,"3"
1297.53561151519,-161404.449910419,"3"
717.431561888542,-191643.992026381,"2"
1787.10034436543,-191579.044548645,"2"
1299.39833526804,-160823.564403729,"4"
1652.18040596081,-191582.601899704,"2"
66.1072887713831,-162598.392662289,"3"
718.825490477063,-191643.781617749,"2"
1529.0607817316,-161394.736704354,"3"
421.71004855428,-161537.663778271,"3"
28.0643253284466,-194305.381227165,"2"
1512.7117020647,-191586.946184095,"2"
141.499009241832,-192085.521361151,"2"
1144.06981966682,-161413.054747204,"3"
750.895140749225,-191639.156534137,"2"
1475.02286050888,-191588.261141366,"2"
1813.61488765709,-161386.195698898,"3"
1088.76737991481,-161416.750099067,"3"
1199.79830967309,-161409.675516963,"3"
1702.33351875176,-191581.213699012,"2"
1463.51943332896,-161397.174530677,"3"
1833.89112438811,-161385.68825803,"3"
1012.61796942881,-161422.498963734,"3"
486.356922670359,-191695.542345629,"2"
185.949684484945,-191954.066238316,"2"
1546.10778146251,-191585.834570371,"2"
1787.47847667864,-161386.866782164,"3"
941.508225004512,-191618.167931729,"2"
777.958543140306,-161447.291612249,"3"
1946.90842074373,-161383.053483208,"3"
1608.69330587622,-161392.042040056,"3"
406.159316253545,-161545.219271452,"3"
125.695718569634,-192154.652526971,"2"
1133.83350474943,-161413.711560417,"3"
144.226302980535,-161917.230872429,"3"
1425.27938993189,-191590.103144414,"2"
315.944518346381,-191781.86347516,"2"
1835.06083800933,-161385.659326433,"3"
1339.805009257,-161402.426093281,"3"
1545.30529390204,-191585.860718394,"2"
1075.6486362086,-191607.856789952,"2"
1897.2835024023,-161384.171736472,"3"
1125.18117201187,-191604.670813498,"2"
875.891267182428,-191624.362050413,"2"
1144.75252564601,-191603.487955191,"2"
658.826775852305,-161466.636824509,"3"
1991.46940322405,-191574.574096231,"2"
1320.36814744348,-161403.340619035,"3"
699.199412331174,-161459.342505223,"3"
912.930793465661,-191620.756143586,"2"
1160.65408854004,-161412.015206336,"3"
109.953923123964,-192243.263136587,"2"
1326.84730658272,-161403.032790478,"3"
38.6981990156639,-163488.135476021,"3"
1700.64830367577,-161389.244338204,"3"
574.989495803297,-191670.87135417,"2"
1213.34080326692,-161408.901215405,"3"
1027.06783240093,-191611.280038651,"2"
816.70112631086,-191630.803309394,"2"
17.1897792735309,-196053.32560218,"2"
160.235700450464,-161859.609587342,"3"
798.026571078655,-161444.601247353,"3"
378.510231667267,-191741.142428275,"2"
1153.03991685698,-191602.99918106,"2"
858.437071821835,-191626.169128889,"2"
1077.47155430528,-161417.551546119,"3"
59.1047640899427,-192851.744376925,"2"
239.574171148377,-191860.390029399,"2"
1364.6153408214,-161401.296589286,"3"
310.299005094111,-191786.345481282,"2"
919.285002649247,-191620.166741586,"2"
1290.118713967,-191595.825461152,"2"
1258.61757556225,-161406.433458415,"3"
401.365194773354,-191729.432704364,"2"
1958.96176128017,-161382.790423408,"3"
119.353646846895,-162037.401887282,"3"
41.6850560682251,-193401.23304197,"2"
337.931598752385,-161586.585232215,"3"
1265.51444822214,-161406.073049362,"3"
1661.59992447842,-161390.394546232,"3"
835.868240798685,-161439.879555285,"3"
704.068084782752,-161458.519377438,"3"
745.043504866741,-191639.970760954,"2"
236.83285122674,-161691.693788455,"3"
832.011631416065,-191629.049305355,"2"
1375.54349752632,-191592.078056153,"2"
1138.27714953888,-161413.424982991,"3"
534.478070381669,-191681.132583899,"2"
1704.50030254621,-161389.133729501,"3"
417.217349144631,-161539.788759231,"3"
732.10506427064,-191641.817286387,"2"
1514.1440272184,-160822.654809922,"4"
1772.7478274149,-191579.397236031,"2"
1226.19484043061,-161408.182097239,"3"
923.286715807027,-161430.451640382,"3"
1648.15189911956,-161390.803287704,"3"
514.163178177793,-161502.178999784,"3"
59.782938719369,-192836.823407591,"2"
881.746350820911,-161434.698603225,"3"
1975.44853465454,-161382.435803821,"3"
1325.20851840041,-191594.227680013,"2"
822.266671088599,-191630.158152714,"2"
1488.30799057265,-161396.227268658,"3"
359.45977976158,-161571.837418372,"3"
254.755894371387,-161666.977445736,"3"
84.1679646218702,-162328.618575937,"3"
651.51954199746,-191654.96895928,"2"
1015.24674973315,-191612.162567291,"2"
3.0627527365065,-216604.951891871,"2"
26.2874993150014,-164499.919438442,"3"
871.876246357044,-191624.771328916,"2"
878.973484676942,-161434.996383887,"3"
234.336174832061,-161695.43671221,"3"
1286.55174915023,-191595.992759521,"2"
1703.35901428554,-191581.186166886,"2"
348.575703017573,-161579.065879985,"3"
510.235247650314,-161503.425057509,"3"
1885.03690219674,-161384.456760288,"3"
1193.5498554222,-161410.038700356,"3"
532.961756234076,-191681.54693872,"2"
1182.48704764051,-191601.317866044,"2"
1751.9541092374,-191579.918454767,"2"
238.247113380015,-161689.608375329,"3"
891.60072198765,-191622.796103087,"2"
39.5203039538651,-193503.320634717,"2"
700.961422400182,-161459.043288769,"3"
959.915081354917,-161427.011795321,"3"
514.846443416158,-191686.685953888,"2"
742.216124689915,-191640.368777326,"2"
1116.44870549003,-161414.854652274,"3"
377.551772729056,-161560.743962701,"3"
81.6845092817991,-162358.64510017,"3"
1376.49504931101,-191592.038932888,"2"
1253.51110061334,-191597.587692786,"2"
377.996061538046,-161560.484895585,"3"
320.997215007227,-191777.985782819,"2"
1001.78498317605,-161423.387801095,"3"
148.379117630556,-161901.090096568,"3"
519.069964072509,-161500.648910152,"3"
966.173484924381,-191616.057136102,"2"
312.950862173704,-161606.240965985,"3"
369.431644250151,-191746.195855741,"2"
1898.00170667096,-161384.155135369,"3"
1926.20803645037,-161383.512943535,"3"
968.08150541103,-161426.280354493,"3"
170.168976055747,-161829.306197275,"3"
1850.92168208545,-161385.270635164,"3"
857.308013222937,-191626.288556988,"2"
1390.88678751282,-161400.144490551,"3"
75.8598826839506,-162436.775239918,"3"
1626.77302215013,-161391.46699142,"3"
840.992978051043,-191628.050101804,"2"
1344.48192985063,-161402.2099856,"3"
305.215297255726,-191790.523323791,"2"
184.813702434373,-161790.569189883,"3"
261.962665068147,-161657.992283265,"3"
1802.14054940501,-161386.4879192,"3"
1617.92886258316,-191583.599414093,"2"
91.8519435850194,-162245.99186857,"3"
92.5448852644505,-192376.345804275,"2"
1881.07061887623,-161384.549866008,"3"
468.786149012318,-191701.541112283,"2"
642.603319952901,-161469.826128666,"3"
869.222736179964,-161436.058611832,"3"
1296.72557279166,-161404.489982684,"3"
45.0572198770908,-163185.397682847,"3"
1616.19740129006,-161391.801800913,"3"
1666.86643416525,-161390.236272196,"3"
1252.22674444855,-191597.651390423,"2"
758.51610782711,-161450.033868586,"3"
1729.61245525286,-191580.49244048,"2"
138.100784234663,-192099.051930261,"2"
34.0754697516326,-163779.017464175,"3"
342.662480173293,-191762.655047877,"2"
610.945873031653,-161476.537232458,"3"
573.915924003636,-191671.124596896,"2"
1524.57805073263,-161394.896763166,"3"
1580.17120793405,-161392.97597536,"3"
661.813731159393,-161466.06667386,"3"
1016.08702756784,-161422.218336606,"3"
392.295714759241,-161552.460027808,"3"
898.427031599219,-191622.132711538,"2"
663.525125711646,-191652.807133576,"2"
1175.37790236209,-191601.716056294,"2"
617.671887123193,-161475.053828667,"3"
122.405231280817,-192171.291233688,"2"
1671.69641901335,-191582.051811284,"2"
657.571923519543,-191653.869250858,"2"
1366.67569913095,-161401.204634476,"3"
1670.34705327648,-161390.132217156,"3"
35.5579084392516,-193722.34389798,"2"
418.921933866559,-161538.977150475,"3"
651.205157779972,-161468.115338371,"3"
1963.82531658012,-161382.685192407,"3"
1398.22755503227,-191591.159891831,"2"
265.727536387787,-161653.492131706,"3"
193.631560056165,-191937.463530408,"2"
1741.22089091046,-161388.103879996,"3"
1236.6037336034,-161407.610726625,"3"
1080.47699077662,-191607.533377001,"2"
209.427624596867,-191907.150231116,"2"
1935.41690052234,-191575.706252938,"2"
1480.12584858624,-161396.536430531,"3"
1922.73609074585,-161383.590974722,"3"
1602.60242813744,-161392.238689978,"3"
1862.10320042752,-191577.289927421,"2"
1778.72598765377,-161387.095920515,"3"
360.260784190924,-191751.559203742,"2"
99.5965055442795,-192316.836516416,"2"
132.704245624768,-161967.301122004,"3"
631.385831140836,-161472.127162239,"3"
1235.67351189858,-191598.484198431,"2"
1233.25835882139,-161407.793311022,"3"
586.620915569566,-161482.185975622,"3"
1060.50682900348,-191608.890116755,"2"
677.444485020043,-161463.165061409,"3"
1119.56421636794,-161414.647189244,"3"
101.51238825571,-192302.095894307,"2"
1937.77010435326,-191575.657405452,"2"
1437.389818211,-191589.642953942,"2"
1426.95091875767,-191590.039162471,"2"
231.842551312628,-191871.223277059,"2"
869.622432334988,-191625.002731667,"2"
523.888991445406,-161499.174080815,"3"
263.602214140958,-191830.77853656,"2"
658.388680338127,-161466.720883258,"3"
371.224589128251,-191745.178261543,"2"
90.2248388438284,-192397.957615998,"2"
1218.06843297522,-161408.634964054,"3"
267.37636608959,-191826.610933938,"2"
1448.32388881397,-191589.234075219,"2"
493.678458845267,-161508.895282998,"3"
1999.94044890925,-161381.919792844,"3"
284.054186310753,-191809.520262306,"2"
42.2292948765863,-193377.212057372,"2"
1826.43817813884,-191578.106307243,"2"
319.596500802767,-191779.048479036,"2"
1748.77249914005,-191579.999298865,"2"
489.008120373602,-161510.505297224,"3"
269.490183243568,-191824.327744328,"2"
634.694310183911,-191658.136264758,"2"
1864.56783001401,-191577.23466519,"2"
1738.50561123236,-191580.262196535,"2"
1994.06088918341,-161382.042510892,"3"
517.738579845343,-161501.06121074,"3"
1544.48134028863,-191585.887594132,"2"
736.257832354535,-161453.35108333,"3"
1075.68872591815,-191607.854092709,"2"
1275.00003801951,-191596.540984108,"2"
1397.29179661502,-191591.197178264,"2"
744.437015063621,-191640.055883133,"2"
1543.05229106191,-191585.93427495,"2"
1776.56386885386,-191579.302907517,"2"
59.0997922246267,-192851.855029769,"2"
568.108354112228,-191672.511124991,"2"
1979.66119981551,-161382.346139593,"3"
1537.14624033242,-161394.450368204,"3"
242.586228391564,-191856.356530473,"2"
1581.58638371472,-161392.928842284,"3"
1176.68817397321,-161411.038011455,"3"
1934.17989139789,-191575.731978267,"2"
1357.7876407453,-191592.818150212,"2"
741.256506720819,-191640.504554914,"2"
1449.90312776817,-191589.175529361,"2"
802.796076773107,-191632.454270935,"2"
1763.84703924727,-161387.490666895,"3"
308.592027338947,-191787.732944892,"2"
968.73092452608,-161426.222717379,"3"
435.427030080348,-161531.447137967,"3"
362.817648235301,-161569.694875522,"3"
574.109606958843,-161485.277749652,"3"
903.606992552201,-161432.414964136,"3"
1214.92261034299,-191599.560249672,"2"
606.677653550569,-191663.80012527,"2"
1623.40640529824,-191583.437063152,"2"
