A,K,VLL,ELBO,ARI,Clusters,BIC
1327.8126,630.5061302,-5304510.409,1.78545E+13,0.562832162,2,15228011.12
152.9125265,1677.292681,-831965.1363,1.78545E+13,0.470604253,3,8592418.028
1605.140864,878.4384542,-4718374.19,1.78545E+13,0.562832162,2,14055738.68
332.9805783,1344.50989,-1420452.067,1.78545E+13,0.562832162,2,7459894.436
1002.843885,481.5605019,-5367329.057,1.78545E+13,0.562832162,2,15353648.42
795.4445586,494.738408,-4579596.581,1.78545E+13,0.562832162,2,13778183.46
1685.733467,1788.615853,-3085598.107,1.78545E+13,0.562832162,2,10790186.52
837.2680072,1075.843513,-2868034.924,1.78545E+13,0.562832162,2,10355060.15
1404.04447,1120.782047,-3753811.176,1.78545E+13,0.562832162,2,12126612.65
1039.159647,157.4406826,-9779951.801,1.78545E+13,0.562832162,2,24178893.9
1118.75932,757.2760621,-4272411.432,1.78545E+13,0.562832162,2,13163813.17
1307.963347,1816.182802,-2683682.729,1.78545E+13,0.562832162,2,9986355.76
1840.171139,121.4592331,-14503344.1,1.78545E+13,0.562832162,2,33625678.51
1687.585828,325.9616026,-9081476.604,1.78545E+13,0.562832162,2,22781943.51
432.51458,1280.0056,-1713626.822,1.78545E+13,0.562832162,2,8046243.945
753.1236591,761.8128455,-3355862.848,1.78545E+13,0.562832162,2,11330716
442.3462271,1216.815886,-1791011.426,1.78545E+13,0.562832162,2,8201013.154
752.2257347,1389.98718,-2292241.812,1.78545E+13,0.562832162,2,9203473.925
