a0,b0,VLL,ELBO,ARI,CL,BIC
218.0657994,575.597916,-214863.5978,1.78545E+13,0.562832162,2,5048717.497
612.1478505,127.8579674,-251221.7948,1.78545E+13,0.548412007,3,7430931.345
1925.833274,45.1741456,-763736.5306,1.78545E+13,0.562832162,2,6146463.363
1565.582417,1776.396475,-239551.2483,1.78545E+13,0.562832162,2,5098092.798
1824.714709,794.6574773,-286970.3432,1.78545E+13,0.562832162,2,5192930.988
971.8610379,330.5375132,-160252.9774,1.22466E+13,1,3,7248993.71
1353.965556,1502.716065,-148799.104,1.22466E+13,1,3,7226085.963
1250.564595,1361.495192,-233054.1617,1.78545E+13,0.562832162,2,5085098.625
1403.022148,463.3934325,-160772.4139,1.22466E+13,1,3,7250032.583
1663.683131,355.460694,-182340.2485,1.22466E+13,1,3,7293168.252
776.7687009,1219.369819,-157462.4796,1.22466E+13,1,3,7243412.714
454.524318,742.3681372,-211709.1187,1.78545E+13,0.562832162,2,5042408.539
419.8848827,1330.632945,-216139.2318,1.78545E+13,0.562832162,2,5051268.765
1842.493196,1752.610543,-251688.458,1.78545E+13,0.521953836,3,7431864.671
1291.162893,1909.628814,-228096.7739,1.78545E+13,0.562832162,2,5075183.849
405.3520282,1478.410954,-217750.6569,1.78545E+13,0.562832162,2,5054491.615
1151.305241,1626.512074,-226168.593,1.78545E+13,0.562832162,2,5071327.488
1857.242549,1733.978415,-252899.2205,1.78545E+13,0.562832162,2,5124788.743
1009.748494,630.7858989,-236793.9343,1.78545E+13,0.562832162,2,5092578.17
1760.623258,160.7680963,-416559.2925,1.78545E+13,0.562832162,2,5452108.887
105.5713478,1703.769809,-237336.9994,1.22466E+13,1,3,7403161.754
709.8352971,256.8073374,-160239.9618,1.22466E+13,1,3,7248967.679
715.9467906,1504.97796,-216157.883,1.78545E+13,0.562832162,2,5051306.068
665.744738,265.9741439,-231285.0903,1.78545E+13,0.562832162,2,5081560.482
1822.802179,1586.016418,-254837.0215,1.78545E+13,0.562832162,2,5128664.345
1521.231372,1999.162994,-150197.6606,1.22466E+13,1,3,7228883.076
1403.036771,48.14097555,-570484.1851,1.78545E+13,0.562832162,2,5759958.672
1601.300362,823.4414395,-149679.4856,1.22466E+13,1,3,7227846.726
1291.31388,1485.676553,-232911.8776,1.78545E+13,0.562832162,2,5084814.057
581.0751266,1430.580689,-215083.149,1.78545E+13,0.562832162,2,5049156.6
1234.47504,1297.916705,-233358.1057,1.78545E+13,0.562832162,2,5085706.513
1563.805758,197.2466492,-359058.6684,1.78545E+13,0.456326504,3,7646605.092
1148.732702,1312.525446,-229556.7729,1.78545E+13,0.436135845,3,7387601.301
1373.123059,371.4355611,-287371.8766,1.78545E+13,0.562832162,2,5193734.055
984.1958055,1824.585924,-158884.12,1.22466E+13,1,3,7246255.995
1874.24545,263.7701548,-217165.3667,1.22466E+13,1,3,7362818.489
719.9240967,505.3674028,-222779.6614,1.78545E+13,0.562832162,2,5064549.624
1911.510514,797.514475,-293393.3689,1.78545E+13,0.562832162,2,5205777.04
716.819303,780.3405899,-218195.0864,1.78545E+13,0.562832162,2,5055380.474
1088.971571,859.5868426,-234792.0367,1.78545E+13,0.562832162,2,5088574.375
150.2702279,961.5676818,-229582.9528,1.78545E+13,0.562832162,2,5078156.207
672.6263544,378.1603903,-224275.5553,1.78545E+13,0.562832162,2,5067541.412
1078.357741,1947.200422,-222000.7435,1.78545E+13,0.562832162,2,5062991.789
1739.87229,347.8071019,-331490.6358,1.78545E+13,0.562832162,2,5281971.573
1192.392527,370.5750618,-269348.8593,1.78545E+13,0.562832162,2,5157688.02
874.296401,990.8414192,-152002.2311,1.22466E+13,1,3,7232492.217
956.7467692,70.18068532,-276239.6338,1.22466E+13,1,3,7480967.023
955.1138081,1580.442881,-220703.9592,1.78545E+13,0.562832162,2,5060398.22
1366.237622,1725.076659,-232611.0791,1.78545E+13,0.562832162,2,5084212.46
267.5508411,1458.415151,-197466.1296,1.22466E+13,1,3,7323420.014
1130.943358,0.614948489,-624904.5883,1.78545E+13,0,1,3559302.025
850.7589372,1179.045763,-219914.3289,1.78545E+13,0.562832162,2,5058818.96
1998.403904,1773.70835,-145593.6333,1.22466E+13,1,3,7219675.022
1683.405039,1142.635759,-260574.1858,1.78545E+13,0.562832162,2,5140138.673
1838.581143,494.9415941,-316316.3728,1.78545E+13,0.562832162,2,5251623.047
1986.133114,1839.624773,-256293.9299,1.78545E+13,0.562832162,2,5131578.162
431.6009721,188.1442906,-219313.8968,1.78545E+13,0.562832162,2,5057618.095
1814.74825,1005.484192,-274421.0999,1.78545E+13,0.562832162,2,5167832.502
1022.56085,1529.697,-154572.8693,1.22466E+13,1,3,7237633.494
194.9601407,1004.850206,-198146.5011,1.22466E+13,1,3,7324780.757
967.1126111,1138.96514,-151627.4472,1.22466E+13,1,3,7231742.65
1303.443481,842.684462,-248054.7292,1.78545E+13,0.562832162,2,5115099.76
1274.67586,1206.302521,-236835.5219,1.78545E+13,0.562832162,2,5092661.346
18.93749421,877.3523781,-261187.2965,1.22466E+13,1,3,7450862.348
1375.692409,1493.24648,-236293.6699,1.78545E+13,0.562832162,2,5091577.642
1513.995976,1086.959517,-252552.5596,1.78545E+13,0.562832162,2,5124095.421
1328.257862,1867.084043,-151927.5018,1.22466E+13,1,3,7232342.759
1728.241897,115.7290471,-463132.4639,1.78545E+13,0.562832162,2,5545255.23
513.0162,1403.755307,-215210.3524,1.78545E+13,0.562832162,2,5049411.007
485.3455142,1143.98359,-213919.1235,1.78545E+13,0.562832162,2,5046828.549
1387.090858,45.33103286,-580506.8121,1.78545E+13,0.562832162,2,5780003.926
778.3147352,1790.055012,-217004.4317,1.78545E+13,0.562832162,2,5052999.165
544.6224682,1975.592484,-217924.7479,1.78545E+13,0.562832162,2,5054839.798
1643.903623,1979.718438,-239457.9457,1.78545E+13,0.562832162,2,5097906.193
995.1535109,1660.960681,-221340.3916,1.78545E+13,0.562832162,2,5061671.085
593.616895,995.6578847,-214059.4297,1.78545E+13,0.562832162,2,5047109.161
710.0342755,1583.244176,-216155.8674,1.78545E+13,0.562832162,2,5051302.036
1070.228852,1471.348794,-224855.7857,1.78545E+13,0.562832162,2,5068701.873
1514.597398,296.7476513,-317454.3585,1.78545E+13,0.562832162,2,5253899.019
625.2646233,1570.587514,-215612.5608,1.78545E+13,0.562832162,2,5050215.423
913.491601,26.49489,-526641.9987,1.78545E+13,0.562832162,2,5672274.299
696.4972907,324.6108941,-229035.8846,1.78545E+13,0.562832162,2,5077062.071
1838.751235,1899.610581,-248583.4666,1.78545E+13,0.562832162,2,5116157.235
314.4884947,1708.000995,-224056.6432,1.78545E+13,0.562832162,2,5067103.588
277.0098411,187.1660457,-210288.6136,1.78545E+13,0.562832162,2,5039567.529
735.9950208,1824.178623,-216666.0109,1.78545E+13,0.562832162,2,5052322.324
1407.858478,669.7908748,-263210.2424,1.78545E+13,0.562832162,2,5145410.786
636.9942601,1678.844304,-215958.3021,1.78545E+13,0.562832162,2,5050906.906
1467.254674,1817.260834,-149591.7812,1.22466E+13,1,3,7227671.318
891.2117912,1606.518698,-219080.0682,1.78545E+13,0.562832162,2,5057150.438
919.3462866,1426.032926,-220523.8675,1.78545E+13,0.562832162,2,5060038.037
248.6431364,566.6733272,-212967.548,1.78545E+13,0.562832162,2,5044925.398
1597.829932,970.240211,-147580.3359,1.22466E+13,1,3,7223648.427
656.2161524,1596.886281,-215787.0039,1.78545E+13,0.562832162,2,5050564.31
1800.970738,1187.576286,-146547.2146,1.22466E+13,1,3,7221582.184
1218.227828,1126.133138,-235677.4524,1.78545E+13,0.562832162,2,5090345.206
222.1419797,201.453127,-209123.1661,1.78545E+13,0.562832162,2,5037236.634
1170.109832,1234.230372,-231539.9118,1.78545E+13,0.562832162,2,5082070.125
686.7299765,1533.76012,-165608.5694,1.22466E+13,1,3,7259704.894
1828.387107,1045.062571,-273467.5959,1.78545E+13,0.562832162,2,5165925.494
912.0382383,206.1688742,-267412.0485,1.78545E+13,0.562832162,2,5153814.399
911.7306552,620.1816725,-230937.6789,1.78545E+13,0.562832162,2,5080865.66
1036.602374,648.2581326,-237912.7821,1.78545E+13,0.562832162,2,5094815.866
133.5349102,829.97398,-229543.9074,1.78545E+13,0.562832162,2,5078078.117
1714.21983,1527.097966,-251037.9332,1.78545E+13,0.562832162,2,5121066.168
492.6950421,615.7382416,-211988.2685,1.78545E+13,0.562832162,2,5042966.839
1734.107424,43.35297408,-711353.6156,1.78545E+13,0.534778941,3,8351194.986
1823.852352,187.3274284,-405907.8941,1.78545E+13,0.562832162,2,5430806.09
121.9904313,519.9271777,-223840.1843,1.78545E+13,0.562832162,2,5066670.67
1382.583676,917.1647707,-250044.6919,1.78545E+13,0.548412007,3,7428577.139
1995.232003,952.9674436,-289535.6027,1.78545E+13,0.562832162,2,5198061.507
1401.048297,254.5216145,-315096.1541,1.78545E+13,0.562832162,2,5249182.61
1511.496472,1194.258435,-146545.2159,1.22466E+13,1,3,7221578.187
1707.894677,577.982462,-294717.383,1.78545E+13,0.562832162,2,5208425.068
1907.522899,1902.358556,-251446.9238,1.78545E+13,0.562832162,2,5121884.149
485.2104641,563.670105,-211885.131,1.78545E+13,0.562832162,2,5042760.564
1528.445836,15.43036053,-769453.5385,1.78545E+13,0,1,3848399.925
1916.183132,945.6580002,-284408.0436,1.78545E+13,0.562832162,2,5187806.389
1737.476938,905.0994644,-274173.8453,1.78545E+13,0.562832162,2,5167337.992
1191.16836,1432.755808,-229647.1755,1.78545E+13,0.562832162,2,5078284.653
1837.97399,302.9501365,-354829.7636,1.78545E+13,0.562832162,2,5328649.829
160.5020157,1936.261719,-226438.7764,1.22466E+13,1,3,7381365.308
1853.061623,345.6371447,-344958.3672,1.78545E+13,0.562832162,2,5308907.036
85.60230935,1900.355929,-248585.9005,1.22466E+13,1,3,7425659.556
1562.637103,1695.889521,-240766.6165,1.78545E+13,0.562832162,2,5100523.535
917.1576047,1306.922352,-221165.5344,1.78545E+13,0.562832162,2,5061321.37
1466.840312,1390.951975,-242263.6889,1.78545E+13,0.562832162,2,5103517.679
456.0182285,1065.316065,-213605.5962,1.78545E+13,0.562832162,2,5046201.494
1581.708075,422.7131929,-301066.19,1.78545E+13,0.562832162,2,5221122.682
1373.521982,1085.493057,-147003.1455,1.22466E+13,1,3,7222494.046
581.81656,1862.571374,-176133.9868,1.22466E+13,1,3,7280755.729
566.4339565,1319.750717,-214648.9536,1.78545E+13,0.562832162,2,5048288.209
563.2985149,1100.802179,-213890.6343,1.78545E+13,0.562832162,2,5046771.57
1205.349844,524.9703726,-256462.767,1.78545E+13,0.562832162,2,5131915.836
632.0654302,1908.015745,-173915.5294,1.22466E+13,1,3,7276318.814
690.5761897,1870.553008,-216554.5323,1.78545E+13,0.562832162,2,5052099.366
515.0582234,1419.909556,-215282.3333,1.78545E+13,0.562832162,2,5049554.968
479.8288654,851.6585268,-212371.8763,1.78545E+13,0.562832162,2,5043734.054
1541.774253,1736.977132,-239226.8902,1.78545E+13,0.562832162,2,5097444.082
269.4220385,1420.267788,-196392.1127,1.22466E+13,1,3,7321271.981
517.4410887,8.922511201,-406619.8063,1.78545E+13,0.000206143,2,5432229.914
1637.566694,613.6240296,-285476.4781,1.78545E+13,0.562832162,2,5189943.258
1396.580762,171.0731246,-224884.4492,1.22466E+13,1,3,7378256.654
1660.764356,1568.784462,-247554.7358,1.78545E+13,0.562832162,2,5114099.773
1473.546473,448.8102801,-287065.0808,1.78545E+13,0.562832162,2,5193120.463
215.9723866,1364.602412,-227954.3013,1.78545E+13,0.562832162,2,5074898.904
1407.115885,1469.199157,-148038.6239,1.22466E+13,1,3,7224565.003
958.4824076,1914.590493,-219857.7107,1.78545E+13,0.439034773,3,7368203.177
234.992494,1134.653406,-222920.168,1.78545E+13,0.562832162,2,5064830.638
1723.409532,1656.236996,-248535.2455,1.78545E+13,0.562832162,2,5116060.793
5.595446786,1824.928408,-290711.683,1.22466E+13,0.573790253,2,5200413.668
35.10108487,1769.478041,-272373.3581,1.22466E+13,1,3,7473234.471
626.7667243,1678.042227,-215953.1766,1.78545E+13,0.562832162,2,5050896.655
374.3560549,1738.521459,-190227.0093,1.22466E+13,1,3,7308941.774
834.7135653,1653.835214,-217864.7064,1.78545E+13,0.562832162,2,5054719.714
342.5578362,1201.328318,-217339.2049,1.78545E+13,0.562832162,2,5053668.712
177.3943151,1330.716796,-232002.8916,1.78545E+13,0.562832162,2,5082996.085
808.2916898,494.0811591,-228600.899,1.78545E+13,0.562832162,2,5076192.1
1932.747325,1490.701086,-263023.679,1.78545E+13,0.562832162,2,5145037.66
1506.163974,1256.840194,-247294.4537,1.78545E+13,0.562832162,2,5113579.209
1781.530134,1709.096204,-250020.9539,1.78545E+13,0.562832162,2,5119032.21
1679.997186,98.39073189,-483360.2031,1.78545E+13,0.562832162,2,5585710.708
213.8606076,1115.15599,-197760.3525,1.22466E+13,1,3,7324008.46
623.1283543,1480.406961,-215342.7057,1.78545E+13,0.562832162,2,5049675.713
1690.855509,878.4355127,-272317.9175,1.78545E+13,0.562832162,2,5163626.137
517.3568418,1533.719073,-174901.2207,1.22466E+13,1,3,7278290.197
959.7686208,1018.244809,-225498.9748,1.78545E+13,0.562832162,2,5069988.251
368.8406732,1323.432085,-217574.7899,1.78545E+13,0.562832162,2,5054139.882
1047.536739,259.5653579,-271351.9455,1.78545E+13,0.562832162,2,5161694.193
1721.527412,163.8154698,-407428.5626,1.78545E+13,0.562832162,2,5433847.427
1594.618242,257.4838176,-338837.4359,1.78545E+13,0.562832162,2,5296665.174
746.6766484,1604.214548,-216577.5789,1.78545E+13,0.562832162,2,5052145.459
1616.729285,910.1800333,-265715.6369,1.78545E+13,0.562832162,2,5150421.576
917.1735424,739.5806985,-228170.8149,1.78545E+13,0.562832162,2,5075331.932
1886.814743,1523.411229,-259693.5988,1.78545E+13,0.562832162,2,5138377.499
1792.634528,421.9401881,-322766.8711,1.78545E+13,0.562832162,2,5264524.044
569.7096622,251.6137149,-224468.8071,1.78545E+13,0.562832162,2,5067927.916
1118.792975,753.2057901,-239546.8133,1.78545E+13,0.562832162,2,5098083.928
1421.110317,59.53127219,-397789.4762,1.22466E+13,1,3,7724066.708
1343.812633,500.8501456,-269948.6955,1.78545E+13,0.562832162,2,5158887.693
1298.22591,43.29277249,-562159.3517,1.78545E+13,0.562832162,2,5743309.005
1073.318618,1578.779236,-224077.8774,1.78545E+13,0.562832162,2,5067146.056
1430.353102,1680.794787,-235647.1589,1.78545E+13,0.562832162,2,5090284.62
839.8218382,343.6562207,-239436.417,1.78545E+13,0.562832162,2,5097863.136
756.9775752,227.5748132,-245096.7073,1.78545E+13,0.562832162,2,5109183.716
1286.986359,91.27015596,-410519.6322,1.78545E+13,0.562832162,2,5440029.566
1605.269809,499.510902,-293615.2837,1.78545E+13,0.562832162,2,5206220.869
1846.51228,1724.751812,-252451.1553,1.78545E+13,0.534778941,3,7433390.066
334.4013139,1351.694742,-219280.8463,1.78545E+13,0.562832162,2,5057551.994
199.0758161,554.810238,-182926.201,1.22466E+13,1,3,7294340.157
216.1257586,1246.757996,-226276.0628,1.78545E+13,0.562832162,2,5071542.427
522.964322,1166.112142,-167861.4451,1.22466E+13,1,3,7264210.645
273.4330464,767.1425691,-214952.4174,1.78545E+13,0.562832162,2,5048895.136
1218.289731,1286.157638,-148965.1321,1.22466E+13,1,3,7226418.019
1881.781151,1213.686419,-269689.5434,1.78545E+13,0.562832162,2,5158369.389
554.9107947,1587.153041,-215834.6848,1.78545E+13,0.562832162,2,5050659.671
253.7323334,1671.210841,-228209.3091,1.78545E+13,0.562832162,2,5075408.92
719.6043803,234.0892526,-162982.6716,1.22466E+13,1,3,7254453.098
684.4622556,1687.192444,-216124.5191,1.78545E+13,0.562832162,2,5051239.34
1653.754496,682.4635527,-281465.6652,1.78545E+13,0.562832162,2,5181921.632
1886.385481,1519.460369,-259784.0725,1.78545E+13,0.562832162,2,5138558.447
276.1440193,1271.180686,-221653.3902,1.78545E+13,0.562832162,2,5062297.082
1427.745658,1368.97395,-240872.144,1.78545E+13,0.562832162,2,5100734.59
1515.45836,200.6673701,-351478.002,1.78545E+13,0.562832162,2,5321946.306
1097.46283,1709.698917,-223854.1568,1.78545E+13,0.562832162,2,5066698.615
707.1297458,649.0035768,-219276.1723,1.78545E+13,0.562832162,2,5057542.646
938.815173,1822.351042,-219442.339,1.78545E+13,0.562832162,2,5057874.98
649.8060686,1018.904654,-158997.6452,1.22466E+13,1,3,7246483.046
703.8802522,730.0172037,-153110.4812,1.22466E+13,1,3,7234708.718
826.776815,1576.453749,-218111.3791,1.78545E+13,0.441928832,3,7364710.513
369.7010421,862.1049434,-172231.1444,1.22466E+13,1,3,7272950.044
1184.813753,63.8521006,-445660.3737,1.78545E+13,0.562832162,2,5510311.049
1697.776709,802.5791499,-277003.1951,1.78545E+13,0.562832162,2,5172996.692
345.8748502,12.99040557,-356024.9549,1.78545E+13,0.562832162,2,5331040.212
612.0154058,1659.422413,-215902.4713,1.78545E+13,0.562832162,2,5050795.244
806.9167384,1148.64418,-155567.3083,1.22466E+13,1,3,7239622.372
1074.83591,872.2321083,-233714.5899,1.78545E+13,0.562832162,2,5086419.481
476.9269234,1450.037466,-215913.2012,1.78545E+13,0.562832162,2,5050816.704
1612.359605,412.606721,-305675.3945,1.78545E+13,0.562832162,2,5230341.091
67.49497727,1560.710773,-249300.1211,1.22466E+13,1,3,7427087.997
677.5220358,1361.196305,-215580.9594,1.78545E+13,0.562832162,2,5050152.22
701.3813422,386.3794602,-225874.1494,1.78545E+13,0.562832162,2,5070738.601
690.0259199,70.6111871,-309056.0184,1.78545E+13,0.562832162,2,5237102.338
467.8353579,1280.334651,-173674.9442,1.22466E+13,1,3,7275837.643
780.2827524,488.1982213,-226999.0173,1.78545E+13,0.562832162,2,5072988.336
1685.952264,1761.004996,-244786.34,1.78545E+13,0.562832162,2,5108562.982
1959.027886,870.8077094,-152426.6166,1.22466E+13,1,3,7233340.988
621.3176252,885.9306496,-214654.8697,1.78545E+13,0.562832162,2,5048300.041
686.0188622,740.466885,-153593.7133,1.22466E+13,0.958068544,4,9545172.635
1244.466742,1770.953014,-227884.421,1.78545E+13,0.562832162,2,5074759.144
649.7000269,930.4186574,-157572.9168,1.22466E+13,1,3,7243633.589
513.3812885,1309.004767,-214693.624,1.78545E+13,0.562832162,2,5048377.55
184.157987,101.0175436,-212852.739,1.78545E+13,0.562832162,2,5044695.78
1714.633035,1295.179578,-257336.7786,1.78545E+13,0.562832162,2,5133663.859
695.6768611,1876.430102,-216579.3724,1.78545E+13,0.562832162,2,5052149.047
941.9680685,1351.41899,-154480.8576,1.22466E+13,1,3,7237449.47
46.32063431,1060.350591,-247304.03,1.22466E+13,1,3,7423095.815
1889.472708,1839.865227,-251989.0219,1.78545E+13,0.562832162,2,5122968.345
1275.30703,1370.066473,-233980.2764,1.78545E+13,0.562832162,2,5086950.854
540.2006421,987.1675486,-213350.8508,1.78545E+13,0.562832162,2,5045692.003
757.9414321,555.7155385,-223641.6481,1.78545E+13,0.562832162,2,5066273.598
711.8887422,1707.672426,-216331.1924,1.78545E+13,0.562832162,2,5051652.687
1122.593926,1703.130563,-224641.5758,1.78545E+13,0.562832162,2,5068273.453
739.5962469,1745.03243,-166364.4775,1.22466E+13,1,3,7261216.71
1919.158184,1483.309557,-262537.8226,1.78545E+13,0.562832162,2,5144065.947
1352.935465,545.7543319,-267082.5093,1.78545E+13,0.562832162,2,5153155.32
369.1686979,39.45079638,-276956.4655,1.78545E+13,0.562832162,2,5172903.233
1202.489697,364.4318535,-271114.5085,1.78545E+13,0.562832162,2,5161219.319
1350.549977,1699.623506,-232351.023,1.78545E+13,0.562832162,2,5083692.348
273.6026792,1296.595998,-193095.9429,1.22466E+13,1,3,7314679.641
1444.470004,1700.676007,-149068.0858,1.22466E+13,1,3,7226623.927
34.91563583,954.9054206,-251225.4076,1.22466E+13,1,3,7430938.57
65.60946863,13.82127062,-203458.0995,1.22466E+13,1,3,7335403.954
91.20894296,1772.820619,-255228.1075,1.78545E+13,0.562832162,2,5129446.517
1989.02117,1106.994324,-280943.5348,1.78545E+13,0.562832162,2,5180877.371
376.5428128,910.3918648,-213370.133,1.78545E+13,0.562832162,2,5045730.568
1701.277886,347.6439906,-327159.4011,1.78545E+13,0.562832162,2,5273309.104
849.2931861,281.3100672,-246758.0819,1.78545E+13,0.562832162,2,5112506.466
729.2752822,1500.205524,-163279.0923,1.22466E+13,1,3,7255045.94
885.4494061,1537.82089,-219174.3469,1.78545E+13,0.562832162,2,5057338.996
702.4414866,1186.319259,-216016.2409,1.78545E+13,0.562832162,2,5051022.783
294.2148599,811.5203279,-178329.6665,1.22466E+13,1,3,7285147.088
871.9909667,514.2626689,-232062.0756,1.78545E+13,0.562832162,2,5083114.453
133.6877392,1525.305623,-241900.2975,1.78545E+13,0.562832162,2,5102790.897
1062.047856,166.2484691,-301740.6199,1.78545E+13,0.562832162,2,5222471.541
1941.475713,1094.196454,-278488.0821,1.78545E+13,0.562832162,2,5175966.466
589.5500381,1896.549974,-216973.5609,1.78545E+13,0.562832162,2,5052937.424
1563.270063,48.45416753,-620507.5447,1.78545E+13,0.562832162,2,5860005.391
628.4740095,691.2411755,-215655.5967,1.78545E+13,0.562832162,2,5050301.495
882.4912863,656.9030206,-228187.6006,1.78545E+13,0.562832162,2,5075365.503
1502.076733,521.0903091,-282019.3749,1.78545E+13,0.562832162,2,5183029.052
1252.102769,1496.086652,-231211.5014,1.78545E+13,0.562832162,2,5081413.304
1766.307872,438.693424,-317331.1347,1.78545E+13,0.562832162,2,5253652.571
1357.234247,225.8839602,-318764.2198,1.78545E+13,0.562832162,2,5256518.741
114.0704067,262.8917709,-216837.4237,1.78545E+13,0.562832162,2,5052665.149
1545.433038,999.7394807,-147168.8615,1.22466E+13,1,3,7222825.478
1947.305293,1886.906637,-145958.126,1.22466E+13,0.879437374,4,9529901.461
757.1377631,1081.06885,-156148.9087,1.22466E+13,1,3,7240785.573
1954.509113,245.7980507,-391606.9102,1.78545E+13,0.562832162,2,5402204.122
593.3019917,410.4428491,-153700.6003,1.22466E+13,1,3,7235888.956
687.6202897,653.3563016,-218351.5423,1.78545E+13,0.562832162,2,5055693.386
1825.682002,1727.342714,-251614.3477,1.78545E+13,0.562832162,2,5122218.997
388.9633659,603.0183802,-164275.7035,1.22466E+13,1,3,7257039.162
151.2720357,199.8068006,-211325.0818,1.78545E+13,0.562832162,2,5041640.465
546.5656014,456.3743064,-214878.5028,1.78545E+13,0.562832162,2,5048747.307
581.5386032,702.8336524,-214082.8916,1.78545E+13,0.562832162,2,5047156.085
600.3719204,1392.353049,-214993.7487,1.78545E+13,0.562832162,2,5048977.799
201.1803861,1033.335255,-224517.9271,1.78545E+13,0.562832162,2,5068026.156
218.2657607,1313.160554,-227005.3828,1.78545E+13,0.562832162,2,5073001.067
1365.059195,1407.494528,-147989.0473,1.22466E+13,0.971243932,4,9533963.303
122.8417762,1400.425742,-225164.9946,1.22466E+13,1,3,7378817.744
759.2260997,4.202527447,-490191.7944,1.78545E+13,0,1,3289876.437
876.9644135,1638.854431,-218690.0959,1.78545E+13,0.562832162,2,5056370.494
383.9163632,308.0855243,-159029.7636,1.22466E+13,1,3,7246547.282
1821.211316,566.1460606,-306029.8522,1.78545E+13,0.562832162,2,5231050.006
972.7157885,878.3683732,-228277.0585,1.78545E+13,0.562832162,2,5075544.419
280.0283245,871.5018647,-181654.2687,1.22466E+13,1,3,7291796.293
238.539844,758.1962563,-183799.3114,1.22466E+13,1,3,7296086.378
754.2036272,1616.868427,-216674.4989,1.78545E+13,0.562832162,2,5052339.299
1410.862677,1579.758784,-236384.961,1.78545E+13,0.562832162,2,5091760.224
198.6545507,1562.989256,-232585.1999,1.78545E+13,0.562832162,2,5084160.702
1302.632748,1236.344257,-237585.3053,1.78545E+13,0.562832162,2,5094160.912
1967.037943,637.4252728,-162432.0764,1.22466E+13,1,3,7253351.908
1079.22333,1774.671461,-222930.4605,1.78545E+13,0.562832162,2,5064851.223
409.2230755,1395.282494,-216942.2254,1.78545E+13,0.562832162,2,5052874.753
421.3801245,569.6361902,-210699.0758,1.78545E+13,0.562832162,2,5040388.453
1568.053676,1244.074214,-250898.9028,1.78545E+13,0.562832162,2,5120788.107
800.8580169,1458.174738,-159982.5856,1.22466E+13,1,3,7248452.926
1967.617563,1638.915225,-260512.8635,1.78545E+13,0.562832162,2,5140016.029
364.8219256,276.9264393,-159720.5786,1.22466E+13,1,3,7247928.912
396.4583053,1450.116745,-182753.4526,1.22466E+13,1,3,7293994.66
1885.38277,571.6481491,-311234.7184,1.78545E+13,0.562832162,2,5241459.738
1152.638721,723.9037381,-242705.4476,1.78545E+13,0.562832162,2,5104401.197
1315.239901,651.531625,-150787.9536,1.22466E+13,1,3,7230063.662
1542.084224,890.8778713,-148202.7083,1.22466E+13,1,3,7224893.172
1822.080957,665.0635062,-296546.0384,1.78545E+13,0.562832162,2,5212082.379
264.0555133,1244.840103,-222161.0792,1.78545E+13,0.562832162,2,5063312.46
488.6199529,390.4041319,-213440.5853,1.78545E+13,0.562832162,2,5045871.472
1204.794466,1837.242133,-226071.0908,1.78545E+13,0.562832162,2,5071132.483
1097.235013,1008.552565,-232013.3383,1.78545E+13,0.562832162,2,5083016.978
45.568859,1925.672334,-268677.6424,1.22466E+13,1,3,7465843.04
1327.273233,1513.034751,-233975.1656,1.78545E+13,0.562832162,2,5086940.633
1972.988791,1313.491935,-271221.9331,1.78545E+13,0.562832162,2,5161434.168
777.9742615,311.3590601,-236874.2498,1.78545E+13,0.562832162,2,5092738.801
1239.517298,671.5218627,-250789.7925,1.78545E+13,0.562832162,2,5120569.887
890.2822796,270.3365284,-252402.8141,1.78545E+13,0.562832162,2,5123795.93
781.8359188,453.7869511,-228420.17,1.78545E+13,0.562832162,2,5075830.642
1855.178429,537.2247177,-312472.8462,1.78545E+13,0.562832162,2,5243935.994
652.2693872,724.765632,-216234.6005,1.78545E+13,0.498805924,3,7360956.956
1606.730835,869.3859749,-148912.8975,1.22466E+13,1,3,7226313.55
1886.428681,305.1032717,-360125.5574,1.78545E+13,0.562832162,2,5339241.417
1021.048065,1280.071012,-224923.2117,1.78545E+13,0.562832162,2,5068836.725
1309.712735,1952.366211,-228288.6557,1.78545E+13,0.562832162,2,5075567.613
25.03210567,443.368687,-236657.5257,1.22466E+13,1,3,7401802.806
1312.999099,427.2717101,-274326.6406,1.78545E+13,0.562832162,2,5167643.583
1151.675604,1533.9311,-227056.5993,1.78545E+13,0.562832162,2,5073103.5
1210.506218,334.0368116,-276166.6282,1.78545E+13,0.562832162,2,5171323.558
1240.426821,1239.002922,-234619.8234,1.78545E+13,0.562832162,2,5088229.949
1949.636885,1031.706713,-282083.9659,1.78545E+13,0.562832162,2,5183158.234
66.20989153,1305.210381,-255077.3197,1.78545E+13,0.562832162,2,5129144.941
1333.997666,732.01243,-254604.2999,1.78545E+13,0.562832162,2,5128198.902
674.8633626,329.5253346,-227040.2789,1.78545E+13,0.562832162,2,5073070.86
1127.011857,1755.704622,-224392.7865,1.78545E+13,0.548412007,3,7377273.328
865.6855165,81.31090094,-243544.3263,1.22466E+13,1,3,7415576.408
1393.49484,595.9272564,-266096.0879,1.78545E+13,0.509956564,3,7460679.931
514.4997635,1781.814164,-179242.241,1.22466E+13,1,3,7286972.237
765.6861392,1149.606549,-156840.0421,1.22466E+13,1,3,7242167.839
363.2743295,132.0866159,-220434.2213,1.78545E+13,0.479113961,3,7369356.198
752.2074291,1382.074884,-216746.9618,1.78545E+13,0.562832162,2,5052484.225
420.8062457,1502.863554,-217498.4428,1.78545E+13,0.562832162,2,5053987.187
